CD_GEOCMU;NM_MUNICIP;BIOMA
3154804;RIO ACIMA;Mata Atlântica
4122008;RIO AZUL;Mata Atlântica
3204351;RIO BANANAL;Mata Atlântica
4122107;RIO BOM;Mata Atlântica
3304300;RIO BONITO;Mata Atlântica
4122156;RIO BONITO DO IGUAÇU;Mata Atlântica
5107206;RIO BRANCO;Amazônia
5107206;RIO BRANCO;Cerrado
1200401;RIO BRANCO;Amazônia
4122172;RIO BRANCO DO IVAÍ;Mata Atlântica
4122206;RIO BRANCO DO SUL;Mata Atlântica
5007208;RIO BRILHANTE;Cerrado
5007208;RIO BRILHANTE;Mata Atlântica
3154903;RIO CASCA;Mata Atlântica
3304409;RIO CLARO;Mata Atlântica
3543907;RIO CLARO;Cerrado
3543907;RIO CLARO;Mata Atlântica
1100262;RIO CRESPO;Amazônia
1718659;RIO DA CONCEIÇÃO;Cerrado
4214409;RIO DAS ANTAS;Mata Atlântica
3304508;RIO DAS FLORES;Mata Atlântica
3304524;RIO DAS OSTRAS;Mata Atlântica
3544004;RIO DAS PEDRAS;Mata Atlântica
2926707;RIO DE CONTAS;Caatinga
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
3304557;RIO DE JANEIRO;Mata Atlântica
2926806;RIO DO ANTÔNIO;Caatinga
4214508;RIO DO CAMPO;Mata Atlântica
2408953;RIO DO FOGO;Caatinga
2408953;RIO DO FOGO;Mata Atlântica
4214607;RIO DO OESTE;Mata Atlântica
2926905;RIO DO PIRES;Caatinga
3155108;RIO DO PRADO;Mata Atlântica
4214805;RIO DO SUL;Mata Atlântica
3155009;RIO DOCE;Mata Atlântica
1718709;RIO DOS BOIS;Cerrado
4214706;RIO DOS CEDROS;Mata Atlântica
4315552;RIO DOS ÍNDIOS;Mata Atlântica
3155207;RIO ESPERA;Mata Atlântica
2611903;RIO FORMOSO;Mata Atlântica
4214904;RIO FORTUNA;Mata Atlântica
4315602;RIO GRANDE;Pampa
3544103;RIO GRANDE DA SERRA;Mata Atlântica
2209005;RIO GRANDE DO PIAUÍ;Caatinga
2707701;RIO LARGO;Mata Atlântica
3155306;RIO MANSO;Mata Atlântica
1506161;RIO MARIA;Amazônia
1506161;RIO MARIA;Cerrado
4215000;RIO NEGRINHO;Mata Atlântica
4122305;RIO NEGRO;Mata Atlântica
5007307;RIO NEGRO;Cerrado
3155405;RIO NOVO;Mata Atlântica
3204401;RIO NOVO DO SUL;Mata Atlântica
3155504;RIO PARANAÍBA;Cerrado
4315701;RIO PARDO;Mata Atlântica
4315701;RIO PARDO;Pampa
3155603;RIO PARDO DE MINAS;Cerrado
3155702;RIO PIRACICABA;Mata Atlântica
3155801;RIO POMBA;Mata Atlântica
3155900;RIO PRETO;Mata Atlântica
1303569;RIO PRETO DA EVA;Amazônia
5218789;RIO QUENTE;Cerrado
5218789;RIO QUENTE;Mata Atlântica
2927002;RIO REAL;Caatinga
2927002;RIO REAL;Mata Atlântica
4215059;RIO RUFINO;Mata Atlântica
1718758;RIO SONO;Cerrado
2512903;RIO TINTO;Caatinga
2512903;RIO TINTO;Mata Atlântica
5218805;RIO VERDE;Cerrado
5007406;RIO VERDE DE MATO GROSSO;Cerrado
5007406;RIO VERDE DE MATO GROSSO;Pantanal
3156007;RIO VERMELHO;Cerrado
3156007;RIO VERMELHO;Mata Atlântica
3544202;RIOLÂNDIA;Cerrado
3544202;RIOLÂNDIA;Mata Atlântica
4315750;RIOZINHO;Mata Atlântica
4215075;RIQUEZA;Mata Atlântica
3156106;RITÁPOLIS;Mata Atlântica
3543501;RIVERSUL;Mata Atlântica
4315800;ROCA SALES;Mata Atlântica
5007505;ROCHEDO;Cerrado
3156205;ROCHEDO DE MINAS;Mata Atlântica
4215109;RODEIO;Mata Atlântica
4315909;RODEIO BONITO;Mata Atlântica
3156304;RODEIRO;Mata Atlântica
2927101;RODELAS;Caatinga
2411007;RODOLFO FERNANDES;Caatinga
1200427;RODRIGUES ALVES;Amazônia
4315958;ROLADOR;Mata Atlântica
4315958;ROLADOR;Pampa
4122404;ROLÂNDIA;Mata Atlântica
4316006;ROLANTE;Mata Atlântica
1100288;ROLIM DE MOURA;Amazônia
3156403;ROMARIA;Cerrado
4215208;ROMELÂNDIA;Mata Atlântica
4122503;RONCADOR;Mata Atlântica
4316105;RONDA ALTA;Mata Atlântica
4316105;RONDA ALTA;Pampa
4316204;RONDINHA;Mata Atlântica
4316204;RONDINHA;Pampa
5107578;RONDOLÂNDIA;Amazônia
4122602;RONDON;Mata Atlântica
1506187;RONDON DO PARÁ;Amazônia
5107602;RONDONÓPOLIS;Cerrado
5107602;RONDONÓPOLIS;Pantanal
4316303;ROQUE GONZALES;Mata Atlântica
4316303;ROQUE GONZALES;Pampa
1400472;RORAINÓPOLIS;Amazônia
3544251;ROSANA;Mata Atlântica
2109601;ROSÁRIO;Amazônia
3156452;ROSÁRIO DA LIMEIRA;Mata Atlântica
2806107;ROSÁRIO DO CATETE;Mata Atlântica
4122651;ROSÁRIO DO IVAÍ;Mata Atlântica
4316402;ROSÁRIO DO SUL;Pampa
5107701;ROSÁRIO OESTE;Cerrado
3544301;ROSEIRA;Mata Atlântica
2707800;ROTEIRO;Mata Atlântica
3156502;RUBELITA;Cerrado
3156502;RUBELITA;Mata Atlântica
3544400;RUBIÁCEA;Mata Atlântica
5218904;RUBIATABA;Cerrado
3156601;RUBIM;Mata Atlântica
3544509;RUBINÉIA;Cerrado
3544509;RUBINÉIA;Mata Atlântica
1506195;RURÓPOLIS;Amazônia
2311801;RUSSAS;Caatinga
2411106;RUY BARBOSA;Caatinga
2927200;RUY BARBOSA;Caatinga
3156700;SABARÁ;Cerrado
3156700;SABARÁ;Mata Atlântica
4122701;SABÁUDIA;Mata Atlântica
3544608;SABINO;Mata Atlântica
3156809;SABINÓPOLIS;Mata Atlântica
2311900;SABOEIRO;Caatinga
3156908;SACRAMENTO;Cerrado
3156908;SACRAMENTO;Mata Atlântica
4316428;SAGRADA FAMÍLIA;Mata Atlântica
3544707;SAGRES;Mata Atlântica
2612000;SAIRÉ;Caatinga
2612000;SAIRÉ;Mata Atlântica
4316436;SALDANHA MARINHO;Mata Atlântica
4316436;SALDANHA MARINHO;Pampa
3544806;SALES;Mata Atlântica
3544905;SALES OLIVEIRA;Cerrado
3544905;SALES OLIVEIRA;Mata Atlântica
3545001;SALESÓPOLIS;Mata Atlântica
4215307;SALETE;Mata Atlântica
2513000;SALGADINHO;Caatinga
2612109;SALGADINHO;Caatinga
2806206;SALGADO;Mata Atlântica
2513109;SALGADO DE SÃO FÉLIX;Caatinga
2513109;SALGADO DE SÃO FÉLIX;Mata Atlântica
4122800;SALGADO FILHO;Mata Atlântica
2612208;SALGUEIRO;Caatinga
3157005;SALINAS;Cerrado
3157005;SALINAS;Mata Atlântica
2927309;SALINAS DA MARGARIDA;Mata Atlântica
1506203;SALINÓPOLIS;Amazônia
2311959;SALITRE;Caatinga
3545100;SALMOURÃO;Mata Atlântica
2612307;SALOÁ;Caatinga
2612307;SALOÁ;Mata Atlântica
3545159;SALTINHO;Mata Atlântica
4215356;SALTINHO;Mata Atlântica
3545209;SALTO;Mata Atlântica
3157104;SALTO DA DIVISA;Mata Atlântica
3545308;SALTO DE PIRAPORA;Mata Atlântica
5107750;SALTO DO CÉU;Amazônia
5107750;SALTO DO CÉU;Cerrado
4122909;SALTO DO ITARARÉ;Mata Atlântica
4316451;SALTO DO JACUÍ;Mata Atlântica
4316451;SALTO DO JACUÍ;Pampa
4123006;SALTO DO LONTRA;Mata Atlântica
3545407;SALTO GRANDE;Mata Atlântica
4215406;SALTO VELOSO;Mata Atlântica
2927408;SALVADOR;Mata Atlântica
4316477;SALVADOR DAS MISSÕES;Mata Atlântica
4316501;SALVADOR DO SUL;Mata Atlântica
1506302;SALVATERRA;Amazônia
2109700;SAMBAÍBA;Cerrado
1718808;SAMPAIO;Amazônia
1718808;SAMPAIO;Cerrado
4316600;SANANDUVA;Mata Atlântica
5219001;SANCLERLÂNDIA;Cerrado
1718840;SANDOLÂNDIA;Cerrado
3545506;SANDOVALINA;Cerrado
3545506;SANDOVALINA;Mata Atlântica
4215455;SANGÃO;Mata Atlântica
2612406;SANHARÓ;Caatinga
4317103;SANT'ANA DO LIVRAMENTO;Pampa
3545605;SANTA ADÉLIA;Mata Atlântica
3545704;SANTA ALBERTINA;Mata Atlântica
4123105;SANTA AMÉLIA;Mata Atlântica
3157203;SANTA BÁRBARA;Mata Atlântica
2927507;SANTA BÁRBARA;Caatinga
2927507;SANTA BÁRBARA;Mata Atlântica
3545803;SANTA BÁRBARA D'OESTE;Mata Atlântica
5219100;SANTA BÁRBARA DE GOIÁS;Cerrado
3157252;SANTA BÁRBARA DO LESTE;Mata Atlântica
3157278;SANTA BÁRBARA DO MONTE VERDE;Mata Atlântica
1506351;SANTA BÁRBARA DO PARÁ;Amazônia
4316709;SANTA BÁRBARA DO SUL;Mata Atlântica
4316709;SANTA BÁRBARA DO SUL;Pampa
3157302;SANTA BÁRBARA DO TUGÚRIO;Mata Atlântica
3546009;SANTA BRANCA;Mata Atlântica
2927606;SANTA BRÍGIDA;Caatinga
5107248;SANTA CARMEM;Amazônia
4215505;SANTA CECÍLIA;Mata Atlântica
2513158;SANTA CECÍLIA;Caatinga
4123204;SANTA CECÍLIA DO PAVÃO;Mata Atlântica
4316733;SANTA CECÍLIA DO SUL;Mata Atlântica
3546108;SANTA CLARA D'OESTE;Cerrado
3546108;SANTA CLARA D'OESTE;Mata Atlântica
4316758;SANTA CLARA DO SUL;Mata Atlântica
2612455;SANTA CRUZ;Caatinga
2513208;SANTA CRUZ;Caatinga
2411205;SANTA CRUZ;Caatinga
2927705;SANTA CRUZ CABRÁLIA;Mata Atlântica
2927705;SANTA CRUZ CABRÁLIA;Mata Atlântica
2612471;SANTA CRUZ DA BAIXA VERDE;Caatinga
3546207;SANTA CRUZ DA CONCEIÇÃO;Cerrado
3546207;SANTA CRUZ DA CONCEIÇÃO;Mata Atlântica
3546256;SANTA CRUZ DA ESPERANÇA;Cerrado
3546256;SANTA CRUZ DA ESPERANÇA;Mata Atlântica
2927804;SANTA CRUZ DA VITÓRIA;Mata Atlântica
3546306;SANTA CRUZ DAS PALMEIRAS;Cerrado
3546306;SANTA CRUZ DAS PALMEIRAS;Mata Atlântica
5219209;SANTA CRUZ DE GOIÁS;Cerrado
3157336;SANTA CRUZ DE MINAS;Mata Atlântica
4123303;SANTA CRUZ DE MONTE CASTELO;Mata Atlântica
3157377;SANTA CRUZ DE SALINAS;Cerrado
3157377;SANTA CRUZ DE SALINAS;Mata Atlântica
1506401;SANTA CRUZ DO ARARI;Amazônia
2612505;SANTA CRUZ DO CAPIBARIBE;Caatinga
3157401;SANTA CRUZ DO ESCALVADO;Mata Atlântica
2209104;SANTA CRUZ DO PIAUÍ;Caatinga
3546405;SANTA CRUZ DO RIO PARDO;Cerrado
3546405;SANTA CRUZ DO RIO PARDO;Mata Atlântica
4316808;SANTA CRUZ DO SUL;Mata Atlântica
4316808;SANTA CRUZ DO SUL;Pampa
5107743;SANTA CRUZ DO XINGU;Amazônia
2209153;SANTA CRUZ DOS MILAGRES;Cerrado
3157500;SANTA EFIGÊNIA DE MINAS;Mata Atlântica
3546504;SANTA ERNESTINA;Mata Atlântica
4123402;SANTA FÉ;Mata Atlântica
5219258;SANTA FÉ DE GOIÁS;Cerrado
3157609;SANTA FÉ DE MINAS;Cerrado
1718865;SANTA FÉ DO ARAGUAIA;Amazônia
3546603;SANTA FÉ DO SUL;Mata Atlântica
2209203;SANTA FILOMENA;Cerrado
2612554;SANTA FILOMENA;Caatinga
2109759;SANTA FILOMENA DO MARANHÃO;Cerrado
3546702;SANTA GERTRUDES;Mata Atlântica
2513307;SANTA HELENA;Caatinga
4123501;SANTA HELENA;Mata Atlântica
4215554;SANTA HELENA;Mata Atlântica
2109809;SANTA HELENA;Amazônia
5219308;SANTA HELENA DE GOIÁS;Cerrado
3157658;SANTA HELENA DE MINAS;Mata Atlântica
4123600;SANTA INÊS;Mata Atlântica
2109908;SANTA INÊS;Amazônia
2513356;SANTA INÊS;Caatinga
2927903;SANTA INÊS;Mata Atlântica
5219357;SANTA ISABEL;Cerrado
3546801;SANTA ISABEL;Mata Atlântica
4123709;SANTA ISABEL DO IVAÍ;Mata Atlântica
1303601;SANTA ISABEL DO RIO NEGRO;Amazônia
4123808;SANTA IZABEL DO OESTE;Mata Atlântica
1506500;SANTA IZABEL DO PARÁ;Amazônia
3157708;SANTA JULIANA;Cerrado
3204500;SANTA LEOPOLDINA;Mata Atlântica
4123824;SANTA LÚCIA;Mata Atlântica
3546900;SANTA LÚCIA;Cerrado
3546900;SANTA LÚCIA;Mata Atlântica
2209302;SANTA LUZ;Caatinga
2209302;SANTA LUZ;Cerrado
2110005;SANTA LUZIA;Amazônia
2928059;SANTA LUZIA;Mata Atlântica
3157807;SANTA LUZIA;Cerrado
3157807;SANTA LUZIA;Mata Atlântica
2513406;SANTA LUZIA;Caatinga
1100296;SANTA LUZIA D'OESTE;Amazônia
2806305;SANTA LUZIA DO ITANHY;Mata Atlântica
2707909;SANTA LUZIA DO NORTE;Mata Atlântica
1506559;SANTA LUZIA DO PARÁ;Amazônia
2110039;SANTA LUZIA DO PARUÁ;Amazônia
3157906;SANTA MARGARIDA;Mata Atlântica
4316972;SANTA MARGARIDA DO SUL;Pampa
2409332;SANTA MARIA;Caatinga
4316907;SANTA MARIA;Mata Atlântica
4316907;SANTA MARIA;Pampa
2612604;SANTA MARIA DA BOA VISTA;Caatinga
3547007;SANTA MARIA DA SERRA;Cerrado
3547007;SANTA MARIA DA SERRA;Mata Atlântica
2928109;SANTA MARIA DA VITÓRIA;Caatinga
2928109;SANTA MARIA DA VITÓRIA;Cerrado
1506583;SANTA MARIA DAS BARREIRAS;Amazônia
1506583;SANTA MARIA DAS BARREIRAS;Cerrado
3158003;SANTA MARIA DE ITABIRA;Cerrado
3158003;SANTA MARIA DE ITABIRA;Mata Atlântica
3204559;SANTA MARIA DE JETIBÁ;Mata Atlântica
2612703;SANTA MARIA DO CAMBUCÁ;Caatinga
4316956;SANTA MARIA DO HERVAL;Mata Atlântica
4123857;SANTA MARIA DO OESTE;Mata Atlântica
1506609;SANTA MARIA DO PARÁ;Amazônia
3158102;SANTA MARIA DO SALTO;Mata Atlântica
3158201;SANTA MARIA DO SUAÇUÍ;Mata Atlântica
1718881;SANTA MARIA DO TOCANTINS;Cerrado
3304607;SANTA MARIA MADALENA;Mata Atlântica
4123907;SANTA MARIANA;Mata Atlântica
3547106;SANTA MERCEDES;Mata Atlântica
4123956;SANTA MÔNICA;Mata Atlântica
2312205;SANTA QUITÉRIA;Caatinga
2110104;SANTA QUITÉRIA DO MARANHÃO;Cerrado
2513703;SANTA RITA;Mata Atlântica
2110203;SANTA RITA;Amazônia
2110203;SANTA RITA;Cerrado
3547403;SANTA RITA D'OESTE;Mata Atlântica
3159209;SANTA RITA DE CALDAS;Mata Atlântica
2928406;SANTA RITA DE CÁSSIA;Caatinga
2928406;SANTA RITA DE CÁSSIA;Cerrado
3159407;SANTA RITA DE IBITIPOCA;Mata Atlântica
3159308;SANTA RITA DE JACUTINGA;Mata Atlântica
3159357;SANTA RITA DE MINAS;Mata Atlântica
5219407;SANTA RITA DO ARAGUAIA;Cerrado
3159506;SANTA RITA DO ITUETO;Mata Atlântica
5219456;SANTA RITA DO NOVO DESTINO;Cerrado
5007554;SANTA RITA DO PARDO;Cerrado
5007554;SANTA RITA DO PARDO;Mata Atlântica
3547502;SANTA RITA DO PASSA QUATRO;Cerrado
3547502;SANTA RITA DO PASSA QUATRO;Mata Atlântica
3159605;SANTA RITA DO SAPUCAÍ;Mata Atlântica
1718899;SANTA RITA DO TOCANTINS;Cerrado
5107768;SANTA RITA DO TRIVELATO;Cerrado
4317202;SANTA ROSA;Mata Atlântica
4317202;SANTA ROSA;Pampa
3159704;SANTA ROSA DA SERRA;Cerrado
5219506;SANTA ROSA DE GOIÁS;Cerrado
2806503;SANTA ROSA DE LIMA;Mata Atlântica
4215604;SANTA ROSA DE LIMA;Mata Atlântica
3547601;SANTA ROSA DE VITERBO;Cerrado
3547601;SANTA ROSA DE VITERBO;Mata Atlântica
2209377;SANTA ROSA DO PIAUÍ;Caatinga
2209377;SANTA ROSA DO PIAUÍ;Cerrado
1200435;SANTA ROSA DO PURUS;Amazônia
4215653;SANTA ROSA DO SUL;Mata Atlântica
1718907;SANTA ROSA DO TOCANTINS;Cerrado
3547650;SANTA SALETE;Mata Atlântica
3204609;SANTA TERESA;Mata Atlântica
2513802;SANTA TERESINHA;Caatinga
4317251;SANTA TEREZA;Mata Atlântica
5219605;SANTA TEREZA DE GOIÁS;Cerrado
4124020;SANTA TEREZA DO OESTE;Mata Atlântica
1719004;SANTA TEREZA DO TOCANTINS;Cerrado
5107776;SANTA TEREZINHA;Amazônia
5107776;SANTA TEREZINHA;Cerrado
2928505;SANTA TEREZINHA;Caatinga
2928505;SANTA TEREZINHA;Mata Atlântica
4215679;SANTA TEREZINHA;Mata Atlântica
2612802;SANTA TEREZINHA;Caatinga
5219704;SANTA TEREZINHA DE GOIÁS;Cerrado
4124053;SANTA TEREZINHA DE ITAIPU;Mata Atlântica
4215687;SANTA TEREZINHA DO PROGRESSO;Mata Atlântica
1720002;SANTA TEREZINHA DO TOCANTINS;Cerrado
3159803;SANTA VITÓRIA;Cerrado
3159803;SANTA VITÓRIA;Mata Atlântica
4317301;SANTA VITÓRIA DO PALMAR;Pampa
2928000;SANTALUZ;Caatinga
1600600;SANTANA;Amazônia
2928208;SANTANA;Caatinga
2928208;SANTANA;Cerrado
4317004;SANTANA DA BOA VISTA;Pampa
3547205;SANTANA DA PONTE PENSA;Mata Atlântica
3158300;SANTANA DA VARGEM;Cerrado
3158300;SANTANA DA VARGEM;Mata Atlântica
3158409;SANTANA DE CATAGUASES;Mata Atlântica
2513505;SANTANA DE MANGUEIRA;Caatinga
3547304;SANTANA DE PARNAÍBA;Mata Atlântica
3158508;SANTANA DE PIRAPAMA;Cerrado
2312007;SANTANA DO ACARAÚ;Caatinga
1506708;SANTANA DO ARAGUAIA;Amazônia
1506708;SANTANA DO ARAGUAIA;Cerrado
2312106;SANTANA DO CARIRI;Caatinga
3158607;SANTANA DO DESERTO;Mata Atlântica
3158706;SANTANA DO GARAMBÉU;Mata Atlântica
2708006;SANTANA DO IPANEMA;Caatinga
4124004;SANTANA DO ITARARÉ;Mata Atlântica
3158805;SANTANA DO JACARÉ;Mata Atlântica
3158904;SANTANA DO MANHUAÇU;Mata Atlântica
2110237;SANTANA DO MARANHÃO;Cerrado
2411403;SANTANA DO MATOS;Caatinga
2708105;SANTANA DO MUNDAÚ;Mata Atlântica
3158953;SANTANA DO PARAÍSO;Mata Atlântica
2209351;SANTANA DO PIAUÍ;Caatinga
3159001;SANTANA DO RIACHO;Cerrado
3159001;SANTANA DO RIACHO;Mata Atlântica
2806404;SANTANA DO SÃO FRANCISCO;Mata Atlântica
2411429;SANTANA DO SERIDÓ;Caatinga
2513604;SANTANA DOS GARROTES;Caatinga
3159100;SANTANA DOS MONTES;Mata Atlântica
2928307;SANTANÓPOLIS;Caatinga
1506807;SANTARÉM;Amazônia
1506906;SANTARÉM NOVO;Amazônia
4317400;SANTIAGO;Mata Atlântica
4317400;SANTIAGO;Pampa
4215695;SANTIAGO DO SUL;Mata Atlântica
5107263;SANTO AFONSO;Amazônia
5107263;SANTO AFONSO;Cerrado
2928604;SANTO AMARO;Caatinga
2928604;SANTO AMARO;Mata Atlântica
4215703;SANTO AMARO DA IMPERATRIZ;Mata Atlântica
2806602;SANTO AMARO DAS BROTAS;Mata Atlântica
2110278;SANTO AMARO DO MARANHÃO;Cerrado
3547700;SANTO ANASTÁCIO;Mata Atlântica
2513851;SANTO ANDRÉ;Caatinga
3547809;SANTO ANDRÉ;Mata Atlântica
4317509;SANTO ÂNGELO;Mata Atlântica
4317509;SANTO ÂNGELO;Pampa
2411502;SANTO ANTÔNIO;Caatinga
3547908;SANTO ANTÔNIO DA ALEGRIA;Cerrado
3547908;SANTO ANTÔNIO DA ALEGRIA;Mata Atlântica
5219712;SANTO ANTÔNIO DA BARRA;Cerrado
4317608;SANTO ANTÔNIO DA PATRULHA;Mata Atlântica
4317608;SANTO ANTÔNIO DA PATRULHA;Pampa
4124103;SANTO ANTÔNIO DA PLATINA;Mata Atlântica
4317707;SANTO ANTÔNIO DAS MISSÕES;Pampa
5219738;SANTO ANTÔNIO DE GOIÁS;Cerrado
2928703;SANTO ANTÔNIO DE JESUS;Mata Atlântica
2209401;SANTO ANTÔNIO DE LISBOA;Caatinga
3304706;SANTO ANTÔNIO DE PÁDUA;Mata Atlântica
3548005;SANTO ANTÔNIO DE POSSE;Mata Atlântica
3159902;SANTO ANTÔNIO DO AMPARO;Mata Atlântica
3548054;SANTO ANTÔNIO DO ARACANGUÁ;Mata Atlântica
3160009;SANTO ANTÔNIO DO AVENTUREIRO;Mata Atlântica
4124202;SANTO ANTÔNIO DO CAIUÁ;Mata Atlântica
5219753;SANTO ANTÔNIO DO DESCOBERTO;Cerrado
3160108;SANTO ANTÔNIO DO GRAMA;Mata Atlântica
1303700;SANTO ANTÔNIO DO IÇÁ;Amazônia
3160207;SANTO ANTÔNIO DO ITAMBÉ;Cerrado
3160207;SANTO ANTÔNIO DO ITAMBÉ;Mata Atlântica
3160306;SANTO ANTÔNIO DO JACINTO;Mata Atlântica
3548104;SANTO ANTÔNIO DO JARDIM;Mata Atlântica
5107792;SANTO ANTÔNIO DO LESTE;Cerrado
5107800;SANTO ANTÔNIO DO LEVERGER;Cerrado
5107800;SANTO ANTÔNIO DO LEVERGER;Pantanal
3160405;SANTO ANTÔNIO DO MONTE;Cerrado
3160405;SANTO ANTÔNIO DO MONTE;Mata Atlântica
4317558;SANTO ANTÔNIO DO PALMA;Mata Atlântica
4124301;SANTO ANTÔNIO DO PARAÍSO;Mata Atlântica
3548203;SANTO ANTÔNIO DO PINHAL;Mata Atlântica
4317756;SANTO ANTÔNIO DO PLANALTO;Mata Atlântica
4317756;SANTO ANTÔNIO DO PLANALTO;Pampa
3160454;SANTO ANTÔNIO DO RETIRO;Cerrado
3160504;SANTO ANTÔNIO DO RIO ABAIXO;Mata Atlântica
4124400;SANTO ANTÔNIO DO SUDOESTE;Mata Atlântica
1507003;SANTO ANTÔNIO DO TAUÁ;Amazônia
2110302;SANTO ANTÔNIO DOS LOPES;Cerrado
2209450;SANTO ANTÔNIO DOS MILAGRES;Cerrado
4317806;SANTO AUGUSTO;Mata Atlântica
4317806;SANTO AUGUSTO;Pampa
4317905;SANTO CRISTO;Mata Atlântica
2928802;SANTO ESTÊVÃO;Caatinga
2928802;SANTO ESTÊVÃO;Mata Atlântica
3548302;SANTO EXPEDITO;Mata Atlântica
4317954;SANTO EXPEDITO DO SUL;Mata Atlântica
3160603;SANTO HIPÓLITO;Cerrado
4124509;SANTO INÁCIO;Mata Atlântica
2209500;SANTO INÁCIO DO PIAUÍ;Caatinga
3548401;SANTÓPOLIS DO AGUAPEÍ;Mata Atlântica
3548500;SANTOS;Mata Atlântica
3160702;SANTOS DUMONT;Mata Atlântica
2312304;SÃO BENEDITO;Caatinga
2110401;SÃO BENEDITO DO RIO PRETO;Cerrado
2612901;SÃO BENEDITO DO SUL;Mata Atlântica
2513927;SÃO BENTINHO;Caatinga
2513901;SÃO BENTO;Caatinga
2110500;SÃO BENTO;Amazônia
3160801;SÃO BENTO ABADE;Mata Atlântica
2411601;SÃO BENTO DO NORTE;Caatinga
3548609;SÃO BENTO DO SAPUCAÍ;Mata Atlântica
4215802;SÃO BENTO DO SUL;Mata Atlântica
1720101;SÃO BENTO DO TOCANTINS;Amazônia
1720101;SÃO BENTO DO TOCANTINS;Cerrado
2411700;SÃO BENTO DO TRAIRÍ;Caatinga
2613008;SÃO BENTO DO UNA;Caatinga
4215752;SÃO BERNARDINO;Mata Atlântica
2110609;SÃO BERNARDO;Cerrado
3548708;SÃO BERNARDO DO CAMPO;Mata Atlântica
4215901;SÃO BONIFÁCIO;Mata Atlântica
4318002;SÃO BORJA;Pampa
2708204;SÃO BRÁS;Caatinga
2708204;SÃO BRÁS;Mata Atlântica
3160900;SÃO BRÁS DO SUAÇUÍ;Mata Atlântica
2209559;SÃO BRAZ DO PIAUÍ;Caatinga
1507102;SÃO CAETANO DE ODIVELAS;Amazônia
3548807;SÃO CAETANO DO SUL;Mata Atlântica
2613107;SÃO CAITANO;Caatinga
2613107;SÃO CAITANO;Mata Atlântica
4216008;SÃO CARLOS;Mata Atlântica
3548906;SÃO CARLOS;Cerrado
3548906;SÃO CARLOS;Mata Atlântica
4124608;SÃO CARLOS DO IVAÍ;Mata Atlântica
2806701;SÃO CRISTÓVÃO;Mata Atlântica
4216057;SÃO CRISTÓVÃO DO SUL;Mata Atlântica
2928901;SÃO DESIDÉRIO;Cerrado
2806800;SÃO DOMINGOS;Caatinga
2806800;SÃO DOMINGOS;Mata Atlântica
4216107;SÃO DOMINGOS;Mata Atlântica
2513968;SÃO DOMINGOS;Caatinga
5219803;SÃO DOMINGOS;Cerrado
2928950;SÃO DOMINGOS;Caatinga
3160959;SÃO DOMINGOS DAS DORES;Mata Atlântica
1507151;SÃO DOMINGOS DO ARAGUAIA;Amazônia
2110658;SÃO DOMINGOS DO AZEITÃO;Cerrado
1507201;SÃO DOMINGOS DO CAPIM;Amazônia
2513943;SÃO DOMINGOS DO CARIRI;Caatinga
2110708;SÃO DOMINGOS DO MARANHÃO;Cerrado
3204658;SÃO DOMINGOS DO NORTE;Mata Atlântica
3161007;SÃO DOMINGOS DO PRATA;Mata Atlântica
4318051;SÃO DOMINGOS DO SUL;Mata Atlântica
2929107;SÃO FELIPE;Mata Atlântica
1101484;SÃO FELIPE D'OESTE;Amazônia
2929008;SÃO FÉLIX;Mata Atlântica
2110807;SÃO FÉLIX DE BALSAS;Cerrado
3161056;SÃO FÉLIX DE MINAS;Mata Atlântica
5107859;SÃO FÉLIX DO ARAGUAIA;Amazônia
5107859;SÃO FÉLIX DO ARAGUAIA;Cerrado
2929057;SÃO FÉLIX DO CORIBE;Caatinga
2209609;SÃO FÉLIX DO PIAUÍ;Cerrado
1720150;SÃO FÉLIX DO TOCANTINS;Cerrado
1507300;SÃO FÉLIX DO XINGU;Amazônia
2411809;SÃO FERNANDO;Caatinga
3304805;SÃO FIDÉLIS;Mata Atlântica
3549003;SÃO FRANCISCO;Mata Atlântica
2513984;SÃO FRANCISCO;Caatinga
2806909;SÃO FRANCISCO;Mata Atlântica
3161106;SÃO FRANCISCO;Caatinga
3161106;SÃO FRANCISCO;Cerrado
4318101;SÃO FRANCISCO DE ASSIS;Mata Atlântica
4318101;SÃO FRANCISCO DE ASSIS;Pampa
