CD_GEOCMU;NM_MUNICIP;BIOMA
5101605;BARÃO DE MELGAÇO;Cerrado
5101605;BARÃO DE MELGAÇO;Pantanal
3105509;BARÃO DE MONTE ALTO;Mata Atlântica
4301750;BARÃO DO TRIUNFO;Pampa
2401453;BARAÚNA;Caatinga
2501534;BARAÚNA;Caatinga
3105608;BARBACENA;Mata Atlântica
2301901;BARBALHA;Caatinga
3505104;BARBOSA;Mata Atlântica
4102505;BARBOSA FERRAZ;Mata Atlântica
1501303;BARCARENA;Amazônia
2401503;BARCELONA;Caatinga
1300409;BARCELOS;Amazônia
3505203;BARIRI;Cerrado
3505203;BARIRI;Mata Atlântica
2902708;BARRA;Caatinga
4202099;BARRA BONITA;Mata Atlântica
3505302;BARRA BONITA;Mata Atlântica
2201176;BARRA D'ALCÂNTARA;Cerrado
2902807;BARRA DA ESTIVA;Caatinga
2601300;BARRA DE GUABIRABA;Mata Atlântica
2501609;BARRA DE SANTA ROSA;Caatinga
2501575;BARRA DE SANTANA;Caatinga
2700508;BARRA DE SANTO ANTÔNIO;Mata Atlântica
3200904;BARRA DE SÃO FRANCISCO;Mata Atlântica
2501708;BARRA DE SÃO MIGUEL;Caatinga
2700607;BARRA DE SÃO MIGUEL;Mata Atlântica
5101704;BARRA DO BUGRES;Amazônia
5101704;BARRA DO BUGRES;Cerrado
3505351;BARRA DO CHAPÉU;Mata Atlântica
2902906;BARRA DO CHOÇA;Mata Atlântica
2101608;BARRA DO CORDA;Cerrado
5101803;BARRA DO GARÇAS;Cerrado
4301859;BARRA DO GUARITA;Mata Atlântica
4102703;BARRA DO JACARÉ;Mata Atlântica
2903003;BARRA DO MENDES;Caatinga
1703073;BARRA DO OURO;Cerrado
3300308;BARRA DO PIRAÍ;Mata Atlântica
4301875;BARRA DO QUARAÍ;Pampa
4301909;BARRA DO RIBEIRO;Pampa
4301925;BARRA DO RIO AZUL;Mata Atlântica
2903102;BARRA DO ROCHA;Mata Atlântica
3505401;BARRA DO TURVO;Mata Atlântica
2800605;BARRA DOS COQUEIROS;Mata Atlântica
4301958;BARRA FUNDA;Mata Atlântica
3105707;BARRA LONGA;Mata Atlântica
3300407;BARRA MANSA;Mata Atlântica
4202107;BARRA VELHA;Mata Atlântica
4202107;BARRA VELHA;Mata Atlântica
4301800;BARRACÃO;Mata Atlântica
4102604;BARRACÃO;Mata Atlântica
2201200;BARRAS;Cerrado
2301950;BARREIRA;Caatinga
2903201;BARREIRAS;Caatinga
2903201;BARREIRAS;Cerrado
2201309;BARREIRAS DO PIAUÍ;Cerrado
1300508;BARREIRINHA;Amazônia
2101707;BARREIRINHAS;Cerrado
2601409;BARREIROS;Mata Atlântica
3505500;BARRETOS;Cerrado
3505500;BARRETOS;Mata Atlântica
3505609;BARRINHA;Mata Atlântica
2302008;BARRO;Caatinga
2903235;BARRO ALTO;Caatinga
5203203;BARRO ALTO;Cerrado
2201408;BARRO DURO;Cerrado
2903300;BARRO PRETO;Mata Atlântica
2903276;BARROCAS;Caatinga
1703107;BARROLÂNDIA;Cerrado
2302057;BARROQUINHA;Caatinga
4302006;BARROS CASSAL;Mata Atlântica
3105905;BARROSO;Mata Atlântica
3505708;BARUERI;Mata Atlântica
3505807;BASTOS;Mata Atlântica
5001904;BATAGUASSU;Cerrado
5001904;BATAGUASSU;Mata Atlântica
2700706;BATALHA;Caatinga
2201507;BATALHA;Cerrado
3505906;BATATAIS;Cerrado
3505906;BATATAIS;Mata Atlântica
5002001;BATAYPORÃ;Cerrado
5002001;BATAYPORÃ;Mata Atlântica
2302107;BATURITÉ;Caatinga
3506003;BAURU;Cerrado
3506003;BAURU;Mata Atlântica
2501807;BAYEUX;Mata Atlântica
3506102;BEBEDOURO;Cerrado
3506102;BEBEDOURO;Mata Atlântica
2302206;BEBERIBE;Caatinga
2302305;BELA CRUZ;Caatinga
5002100;BELA VISTA;Cerrado
4102752;BELA VISTA DA CAROBA;Mata Atlântica
5203302;BELA VISTA DE GOIÁS;Cerrado
3106002;BELA VISTA DE MINAS;Mata Atlântica
2101772;BELA VISTA DO MARANHÃO;Amazônia
4102802;BELA VISTA DO PARAÍSO;Mata Atlântica
2201556;BELA VISTA DO PIAUÍ;Caatinga
4202131;BELA VISTA DO TOLDO;Mata Atlântica
2101731;BELÁGUA;Cerrado
2700805;BELÉM;Caatinga
2700805;BELÉM;Mata Atlântica
1501402;BELÉM;Amazônia
2501906;BELÉM;Caatinga
2601508;BELÉM DE MARIA;Caatinga
2601508;BELÉM DE MARIA;Mata Atlântica
2502003;BELÉM DO BREJO DO CRUZ;Caatinga
2201572;BELÉM DO PIAUÍ;Caatinga
2601607;BELÉM DO SÃO FRANCISCO;Caatinga
3300456;BELFORD ROXO;Mata Atlântica
3106101;BELMIRO BRAGA;Mata Atlântica
4202156;BELMONTE;Mata Atlântica
2903409;BELMONTE;Mata Atlântica
2903508;BELO CAMPO;Caatinga
2903508;BELO CAMPO;Mata Atlântica
3106200;BELO HORIZONTE;Cerrado
3106200;BELO HORIZONTE;Mata Atlântica
2601706;BELO JARDIM;Caatinga
2700904;BELO MONTE;Caatinga
3106309;BELO ORIENTE;Mata Atlântica
3106408;BELO VALE;Mata Atlântica
1501451;BELTERRA;Amazônia
2201606;BENEDITINOS;Cerrado
2101806;BENEDITO LEITE;Cerrado
4202206;BENEDITO NOVO;Mata Atlântica
1501501;BENEVIDES;Amazônia
1300607;BENJAMIN CONSTANT;Amazônia
4302055;BENJAMIN CONSTANT DO SUL;Mata Atlântica
3506201;BENTO DE ABREU;Mata Atlântica
2401602;BENTO FERNANDES;Caatinga
4302105;BENTO GONÇALVES;Mata Atlântica
2101905;BEQUIMÃO;Amazônia
3106507;BERILO;Cerrado
3106655;BERIZAL;Mata Atlântica
2502052;BERNARDINO BATISTA;Caatinga
3506300;BERNARDINO DE CAMPOS;Mata Atlântica
2101939;BERNARDO DO MEARIM;Cerrado
1703206;BERNARDO SAYÃO;Amazônia
3506359;BERTIOGA;Mata Atlântica
2201705;BERTOLÍNIA;Cerrado
3106606;BERTÓPOLIS;Mata Atlântica
1300631;BERURI;Amazônia
2601805;BETÂNIA;Caatinga
2201739;BETÂNIA DO PIAUÍ;Caatinga
3106705;BETIM;Cerrado
3106705;BETIM;Mata Atlântica
2601904;BEZERROS;Caatinga
2601904;BEZERROS;Mata Atlântica
3106804;BIAS FORTES;Mata Atlântica
3106903;BICAS;Mata Atlântica
4202305;BIGUAÇU;Mata Atlântica
3506409;BILAC;Mata Atlântica
3107000;BIQUINHAS;Cerrado
3506508;BIRIGUI;Mata Atlântica
3506607;BIRITIBA MIRIM;Mata Atlântica
2903607;BIRITINGA;Caatinga
4102901;BITURUNA;Mata Atlântica
4202404;BLUMENAU;Mata Atlântica
4103008;BOA ESPERANÇA;Mata Atlântica
3107109;BOA ESPERANÇA;Cerrado
3107109;BOA ESPERANÇA;Mata Atlântica
3201001;BOA ESPERANÇA;Mata Atlântica
4103024;BOA ESPERANÇA DO IGUAÇU;Mata Atlântica
3506706;BOA ESPERANÇA DO SUL;Cerrado
3506706;BOA ESPERANÇA DO SUL;Mata Atlântica
2201770;BOA HORA;Cerrado
2903706;BOA NOVA;Caatinga
2903706;BOA NOVA;Mata Atlântica
2502102;BOA VENTURA;Caatinga
4103040;BOA VENTURA DE SÃO ROQUE;Mata Atlântica
2302404;BOA VIAGEM;Caatinga
1400100;BOA VISTA;Amazônia
2502151;BOA VISTA;Caatinga
4103057;BOA VISTA DA APARECIDA;Mata Atlântica
4302154;BOA VISTA DAS MISSÕES;Mata Atlântica
4302154;BOA VISTA DAS MISSÕES;Pampa
4302204;BOA VISTA DO BURICÁ;Mata Atlântica
4302220;BOA VISTA DO CADEADO;Mata Atlântica
4302220;BOA VISTA DO CADEADO;Pampa
2101970;BOA VISTA DO GURUPI;Amazônia
4302238;BOA VISTA DO INCRA;Pampa
1300680;BOA VISTA DO RAMOS;Amazônia
4302253;BOA VISTA DO SUL;Mata Atlântica
2903805;BOA VISTA DO TUPIM;Caatinga
2701001;BOCA DA MATA;Mata Atlântica
1300706;BOCA DO ACRE;Amazônia
3506805;BOCAINA;Cerrado
3506805;BOCAINA;Mata Atlântica
2201804;BOCAINA;Caatinga
3107208;BOCAINA DE MINAS;Mata Atlântica
4202438;BOCAINA DO SUL;Mata Atlântica
3107307;BOCAIÚVA;Cerrado
4103107;BOCAIÚVA DO SUL;Mata Atlântica
2602001;BODOCÓ;Caatinga
5002159;BODOQUENA;Cerrado
5002159;BODOQUENA;Pantanal
2401651;BODÓ;Caatinga
3506904;BOFETE;Cerrado
3506904;BOFETE;Mata Atlântica
3507001;BOITUVA;Mata Atlântica
2602100;BOM CONSELHO;Caatinga
2602100;BOM CONSELHO;Mata Atlântica
3107406;BOM DESPACHO;Cerrado
3300506;BOM JARDIM;Mata Atlântica
2102002;BOM JARDIM;Amazônia
2602209;BOM JARDIM;Caatinga
2602209;BOM JARDIM;Mata Atlântica
4202503;BOM JARDIM DA SERRA;Mata Atlântica
5203401;BOM JARDIM DE GOIÁS;Cerrado
3107505;BOM JARDIM DE MINAS;Mata Atlântica
2401701;BOM JESUS;Caatinga
2201903;BOM JESUS;Caatinga
2201903;BOM JESUS;Cerrado
4202537;BOM JESUS;Mata Atlântica
4302303;BOM JESUS;Mata Atlântica
2502201;BOM JESUS;Caatinga
2903904;BOM JESUS DA LAPA;Caatinga
2903904;BOM JESUS DA LAPA;Cerrado
3107604;BOM JESUS DA PENHA;Mata Atlântica
2903953;BOM JESUS DA SERRA;Caatinga
2102036;BOM JESUS DAS SELVAS;Amazônia
5203500;BOM JESUS DE GOIÁS;Cerrado
3107703;BOM JESUS DO AMPARO;Cerrado
3107703;BOM JESUS DO AMPARO;Mata Atlântica
5101852;BOM JESUS DO ARAGUAIA;Amazônia
5101852;BOM JESUS DO ARAGUAIA;Cerrado
3107802;BOM JESUS DO GALHO;Mata Atlântica
3300605;BOM JESUS DO ITABAPOANA;Mata Atlântica
3201100;BOM JESUS DO NORTE;Mata Atlântica
4202578;BOM JESUS DO OESTE;Mata Atlântica
4103156;BOM JESUS DO SUL;Mata Atlântica
1501576;BOM JESUS DO TOCANTINS;Amazônia
1703305;BOM JESUS DO TOCANTINS;Cerrado
3507100;BOM JESUS DOS PERDÕES;Mata Atlântica
2102077;BOM LUGAR;Amazônia
2102077;BOM LUGAR;Cerrado
4302352;BOM PRINCÍPIO;Mata Atlântica
2201919;BOM PRINCÍPIO DO PIAUÍ;Caatinga
2201919;BOM PRINCÍPIO DO PIAUÍ;Cerrado
4302378;BOM PROGRESSO;Mata Atlântica
3107901;BOM REPOUSO;Mata Atlântica
4202602;BOM RETIRO;Mata Atlântica
4302402;BOM RETIRO DO SUL;Mata Atlântica
2502300;BOM SUCESSO;Caatinga
4103206;BOM SUCESSO;Mata Atlântica
3108008;BOM SUCESSO;Mata Atlântica
3507159;BOM SUCESSO DE ITARARÉ;Cerrado
3507159;BOM SUCESSO DE ITARARÉ;Mata Atlântica
4103222;BOM SUCESSO DO SUL;Mata Atlântica
4202453;BOMBINHAS;Mata Atlântica
4202453;BOMBINHAS;Mata Atlântica
4202453;BOMBINHAS;Mata Atlântica
1400159;BONFIM;Amazônia
3108107;BONFIM;Mata Atlântica
2201929;BONFIM DO PIAUÍ;Caatinga
5203559;BONFINÓPOLIS;Cerrado
3108206;BONFINÓPOLIS DE MINAS;Cerrado
2904001;BONINAL;Caatinga
1501600;BONITO;Amazônia
2904050;BONITO;Caatinga
5002209;BONITO;Cerrado
2602308;BONITO;Caatinga
2602308;BONITO;Mata Atlântica
3108255;BONITO DE MINAS;Cerrado
2502409;BONITO DE SANTA FÉ;Caatinga
5203575;BONÓPOLIS;Cerrado
2502508;BOQUEIRÃO;Caatinga
4302451;BOQUEIRÃO DO LEÃO;Mata Atlântica
2201945;BOQUEIRÃO DO PIAUÍ;Cerrado
2800670;BOQUIM;Mata Atlântica
2904100;BOQUIRA;Caatinga
2904100;BOQUIRA;Cerrado
3507308;BORACÉIA;Mata Atlântica
3507209;BORÁ;Cerrado
3507209;BORÁ;Mata Atlântica
1300805;BORBA;Amazônia
2502706;BORBOREMA;Caatinga
3507407;BORBOREMA;Mata Atlântica
3108305;BORDA DA MATA;Mata Atlântica
3507456;BOREBI;Cerrado
3507456;BOREBI;Mata Atlântica
4103305;BORRAZÓPOLIS;Mata Atlântica
4302501;BOSSOROCA;Pampa
3108404;BOTELHOS;Mata Atlântica
3507506;BOTUCATU;Cerrado
3507506;BOTUCATU;Mata Atlântica
3108503;BOTUMIRIM;Cerrado
2904209;BOTUPORÃ;Caatinga
2904209;BOTUPORÃ;Cerrado
4202701;BOTUVERÁ;Mata Atlântica
4302584;BOZANO;Mata Atlântica
4202800;BRAÇO DO NORTE;Mata Atlântica
4202859;BRAÇO DO TROMBUDO;Mata Atlântica
4302600;BRAGA;Mata Atlântica
1501709;BRAGANÇA;Amazônia
1501709;BRAGANÇA;Amazônia
1501709;BRAGANÇA;Amazônia
1501709;BRAGANÇA;Amazônia
1501709;BRAGANÇA;Amazônia
3507605;BRAGANÇA PAULISTA;Mata Atlântica
4103354;BRAGANEY;Mata Atlântica
2701100;BRANQUINHA;Mata Atlântica
3108701;BRÁS PIRES;Mata Atlântica
1501725;BRASIL NOVO;Amazônia
5002308;BRASILÂNDIA;Cerrado
5002308;BRASILÂNDIA;Mata Atlântica
3108552;BRASILÂNDIA DE MINAS;Cerrado
4103370;BRASILÂNDIA DO SUL;Mata Atlântica
1703602;BRASILÂNDIA DO TOCANTINS;Amazônia
1703602;BRASILÂNDIA DO TOCANTINS;Cerrado
1200104;BRASILÉIA;Amazônia
2201960;BRASILEIRA;Caatinga
2201960;BRASILEIRA;Cerrado
5300108;BRASÍLIA;Cerrado
3108602;BRASÍLIA DE MINAS;Caatinga
3108602;BRASÍLIA DE MINAS;Cerrado
5101902;BRASNORTE;Amazônia
5101902;BRASNORTE;Cerrado
3507704;BRAÚNA;Mata Atlântica
3108800;BRAÚNAS;Mata Atlântica
5203609;BRAZABRANTES;Cerrado
3108909;BRAZÓPOLIS;Mata Atlântica
2602407;BREJÃO;Caatinga
2602407;BREJÃO;Mata Atlântica
3201159;BREJETUBA;Mata Atlântica
2401800;BREJINHO;Caatinga
2602506;BREJINHO;Caatinga
1703701;BREJINHO DE NAZARÉ;Cerrado
2102101;BREJO;Cerrado
3507753;BREJO ALEGRE;Mata Atlântica
2602605;BREJO DA MADRE DE DEUS;Caatinga
2102150;BREJO DE AREIA;Amazônia
2102150;BREJO DE AREIA;Cerrado
2502805;BREJO DO CRUZ;Caatinga
2201988;BREJO DO PIAUÍ;Caatinga
2502904;BREJO DOS SANTOS;Caatinga
2800704;BREJO GRANDE;Mata Atlântica
1501758;BREJO GRANDE DO ARAGUAIA;Amazônia
2302503;BREJO SANTO;Caatinga
2904308;BREJÕES;Caatinga
2904308;BREJÕES;Mata Atlântica
2904407;BREJOLÂNDIA;Caatinga
2904407;BREJOLÂNDIA;Cerrado
1501782;BREU BRANCO;Amazônia
1501808;BREVES;Amazônia
5203807;BRITÂNIA;Cerrado
4302659;BROCHIER;Mata Atlântica
3507803;BRODOWSKI;Cerrado
3507803;BRODOWSKI;Mata Atlântica
3507902;BROTAS;Cerrado
3507902;BROTAS;Mata Atlântica
2904506;BROTAS DE MACAÚBAS;Caatinga
3109006;BRUMADINHO;Mata Atlântica
2904605;BRUMADO;Caatinga
4202875;BRUNÓPOLIS;Mata Atlântica
4202909;BRUSQUE;Mata Atlântica
3109105;BUENO BRANDÃO;Mata Atlântica
3109204;BUENÓPOLIS;Cerrado
2602704;BUENOS AIRES;Mata Atlântica
2904704;BUERAREMA;Mata Atlântica
3109253;BUGRE;Mata Atlântica
2602803;BUÍQUE;Caatinga
1200138;BUJARI;Amazônia
1501907;BUJARU;Amazônia
3508009;BURI;Cerrado
3508009;BURI;Mata Atlântica
3508108;BURITAMA;Mata Atlântica
2102200;BURITI;Cerrado
5203906;BURITI ALEGRE;Cerrado
5203906;BURITI ALEGRE;Mata Atlântica
2102309;BURITI BRAVO;Cerrado
5203939;BURITI DE GOIÁS;Cerrado
1703800;BURITI DO TOCANTINS;Amazônia
2202000;BURITI DOS LOPES;Caatinga
2202000;BURITI DOS LOPES;Cerrado
2202026;BURITI DOS MONTES;Caatinga
2202026;BURITI DOS MONTES;Cerrado
2102325;BURITICUPU;Amazônia
5203962;BURITINÓPOLIS;Cerrado
2904753;BURITIRAMA;Caatinga
2102358;BURITIRANA;Amazônia
2102358;BURITIRANA;Cerrado
3109303;BURITIS;Cerrado
1100452;BURITIS;Amazônia
3508207;BURITIZAL;Cerrado
3508207;BURITIZAL;Mata Atlântica
3109402;BURITIZEIRO;Cerrado
4302709;BUTIÁ;Pampa
1300839;CAAPIRANGA;Amazônia
2503001;CAAPORÃ;Mata Atlântica
5002407;CAARAPÓ;Cerrado
5002407;CAARAPÓ;Mata Atlântica
2904803;CAATIBA;Mata Atlântica
2503100;CABACEIRAS;Caatinga
2904852;CABACEIRAS DO PARAGUAÇU;Mata Atlântica
3109451;CABECEIRA GRANDE;Cerrado
5204003;CABECEIRAS;Cerrado
2202059;CABECEIRAS DO PIAUÍ;Cerrado
2503209;CABEDELO;Mata Atlântica
2503209;CABEDELO;Mata Atlântica
1100031;CABIXI;Amazônia
2602902;CABO DE SANTO AGOSTINHO;Mata Atlântica
3300704;CABO FRIO;Mata Atlântica
3300704;CABO FRIO;Mata Atlântica
3300704;CABO FRIO;Mata Atlântica
3300704;CABO FRIO;Mata Atlântica
3300704;CABO FRIO;Mata Atlântica
3300704;CABO FRIO;Mata Atlântica
3300704;CABO FRIO;Mata Atlântica
3300704;CABO FRIO;Mata Atlântica
3109501;CABO VERDE;Mata Atlântica
3508306;CABRÁLIA PAULISTA;Cerrado
3508306;CABRÁLIA PAULISTA;Mata Atlântica
3508405;CABREÚVA;Mata Atlântica
2603009;CABROBÓ;Caatinga
4203006;CAÇADOR;Mata Atlântica
3508504;CAÇAPAVA;Mata Atlântica
4302808;CAÇAPAVA DO SUL;Pampa
1100601;CACAULÂNDIA;Amazônia
4302907;CACEQUI;Pampa
5102504;CÁCERES;Amazônia
5102504;CÁCERES;Cerrado
5102504;CÁCERES;Pantanal
2904902;CACHOEIRA;Mata Atlântica
5204102;CACHOEIRA ALTA;Cerrado
5204102;CACHOEIRA ALTA;Mata Atlântica
3109600;CACHOEIRA DA PRATA;Cerrado
5204201;CACHOEIRA DE GOIÁS;Cerrado
3109709;CACHOEIRA DE MINAS;Mata Atlântica
3102704;CACHOEIRA DE PAJEÚ;Mata Atlântica
1502004;CACHOEIRA DO ARARI;Amazônia
1501956;CACHOEIRA DO PIRIÁ;Amazônia
4303004;CACHOEIRA DO SUL;Pampa
2503308;CACHOEIRA DOS ÍNDIOS;Caatinga
3109808;CACHOEIRA DOURADA;Mata Atlântica
5204250;CACHOEIRA DOURADA;Cerrado
5204250;CACHOEIRA DOURADA;Mata Atlântica
2102374;CACHOEIRA GRANDE;Amazônia
2102374;CACHOEIRA GRANDE;Cerrado
3508603;CACHOEIRA PAULISTA;Mata Atlântica
3300803;CACHOEIRAS DE MACACU;Mata Atlântica
4303103;CACHOEIRINHA;Pampa
1703826;CACHOEIRINHA;Cerrado
2603108;CACHOEIRINHA;Caatinga
3201209;CACHOEIRO DE ITAPEMIRIM;Mata Atlântica
2503407;CACIMBA DE AREIA;Caatinga
2503506;CACIMBA DE DENTRO;Caatinga
2503555;CACIMBAS;Caatinga
2701209;CACIMBINHAS;Caatinga
4303202;CACIQUE DOBLE;Mata Atlântica
1100049;CACOAL;Amazônia
3508702;CACONDE;Mata Atlântica
2905008;CACULÉ;Caatinga
2905008;CACULÉ;Cerrado
5204300;CAÇU;Cerrado
5204300;CAÇU;Mata Atlântica
2905107;CAÉM;Caatinga
3109907;CAETANÓPOLIS;Cerrado
2905156;CAETANOS;Caatinga
3110004;CAETÉ;Cerrado
3110004;CAETÉ;Mata Atlântica
2603207;CAETÉS;Caatinga
2905206;CAETITÉ;Caatinga
2905206;CAETITÉ;Cerrado
2905305;CAFARNAUM;Caatinga
4103404;CAFEARA;Mata Atlântica
4103453;CAFELÂNDIA;Mata Atlântica
3508801;CAFELÂNDIA;Mata Atlântica
4103479;CAFEZAL DO SUL;Mata Atlântica
3508900;CAIABU;Mata Atlântica
3110103;CAIANA;Mata Atlântica
5204409;CAIAPÔNIA;Cerrado
4303301;CAIBATÉ;Mata Atlântica
4303301;CAIBATÉ;Pampa
4203105;CAIBI;Mata Atlântica
4303400;CAIÇARA;Mata Atlântica
2503605;CAIÇARA;Caatinga
2401859;CAIÇARA DO NORTE;Caatinga
2401909;CAIÇARA DO RIO DO VENTO;Caatinga
2402006;CAICÓ;Caatinga
3509007;CAIEIRAS;Mata Atlântica
2905404;CAIRU;Mata Atlântica
3509106;CAIUÁ;Mata Atlântica
3509205;CAJAMAR;Mata Atlântica
2102408;CAJAPIÓ;Amazônia
2102507;CAJARI;Amazônia
3509254;CAJATI;Mata Atlântica
2503704;CAJAZEIRAS;Caatinga
2202075;CAJAZEIRAS DO PIAUÍ;Caatinga
2503753;CAJAZEIRINHAS;Caatinga
3509304;CAJOBI;Mata Atlântica
2701308;CAJUEIRO;Mata Atlântica
2202083;CAJUEIRO DA PRAIA;Caatinga
3110202;CAJURI;Mata Atlântica
3509403;CAJURU;Cerrado
3509403;CAJURU;Mata Atlântica
2603306;CALÇADO;Caatinga
1600204;CALÇOENE;Amazônia
1600204;CALÇOENE;Amazônia
3110301;CALDAS;Mata Atlântica
2503803;CALDAS BRANDÃO;Caatinga
5204508;CALDAS NOVAS;Cerrado
5204508;CALDAS NOVAS;Mata Atlântica
5204557;CALDAZINHA;Cerrado
2905503;CALDEIRÃO GRANDE;Caatinga
2202091;CALDEIRÃO GRANDE DO PIAUÍ;Caatinga
4103503;CALIFÓRNIA;Mata Atlântica
4203154;CALMON;Mata Atlântica
2603405;CALUMBI;Caatinga
2905602;CAMACAN;Mata Atlântica
2905701;CAMAÇARI;Mata Atlântica
3110400;CAMACHO;Mata Atlântica
2503902;CAMALAÚ;Caatinga
2905800;CAMAMU;Mata Atlântica
3110509;CAMANDUCAIA;Mata Atlântica
5002605;CAMAPUÃ;Cerrado
4303509;CAMAQUÃ;Pampa
2603454;CAMARAGIBE;Mata Atlântica
4303558;CAMARGO;Mata Atlântica
4103602;CAMBARÁ;Mata Atlântica
4303608;CAMBARÁ DO SUL;Mata Atlântica
4103701;CAMBÉ;Mata Atlântica
4103800;CAMBIRA;Mata Atlântica
4203204;CAMBORIÚ;Mata Atlântica
3300902;CAMBUCI;Mata Atlântica
3110608;CAMBUÍ;Mata Atlântica
3110707;CAMBUQUIRA;Mata Atlântica
1502103;CAMETÁ;Amazônia
2302602;CAMOCIM;Caatinga
2603504;CAMOCIM DE SÃO FÉLIX;Caatinga
2603504;CAMOCIM DE SÃO FÉLIX;Mata Atlântica
3110806;CAMPANÁRIO;Mata Atlântica
3110905;CAMPANHA;Mata Atlântica
2701357;CAMPESTRE;Mata Atlântica
3111002;CAMPESTRE;Mata Atlântica
4303673;CAMPESTRE DA SERRA;Mata Atlântica
5204607;CAMPESTRE DE GOIÁS;Cerrado
2102556;CAMPESTRE DO MARANHÃO;Cerrado
4103909;CAMPINA DA LAGOA;Mata Atlântica
4303707;CAMPINA DAS MISSÕES;Mata Atlântica
4303707;CAMPINA DAS MISSÕES;Pampa
3509452;CAMPINA DO MONTE ALEGRE;Cerrado
3509452;CAMPINA DO MONTE ALEGRE;Mata Atlântica
4103958;CAMPINA DO SIMÃO;Mata Atlântica
2504009;CAMPINA GRANDE;Caatinga
4104006;CAMPINA GRANDE DO SUL;Mata Atlântica
3111101;CAMPINA VERDE;Cerrado
3111101;CAMPINA VERDE;Mata Atlântica
5204656;CAMPINAÇU;Cerrado
5102603;CAMPINÁPOLIS;Amazônia
5102603;CAMPINÁPOLIS;Cerrado
3509502;CAMPINAS;Mata Atlântica
2202109;CAMPINAS DO PIAUÍ;Caatinga
4303806;CAMPINAS DO SUL;Mata Atlântica
4303806;CAMPINAS DO SUL;Pampa
5204706;CAMPINORTE;Cerrado
4203303;CAMPO ALEGRE;Mata Atlântica
2701407;CAMPO ALEGRE;Mata Atlântica
5204805;CAMPO ALEGRE DE GOIÁS;Cerrado
2905909;CAMPO ALEGRE DE LOURDES;Caatinga
2202117;CAMPO ALEGRE DO FIDALGO;Caatinga
3111150;CAMPO AZUL;Cerrado
3111200;CAMPO BELO;Cerrado
3111200;CAMPO BELO;Mata Atlântica
4203402;CAMPO BELO DO SUL;Mata Atlântica
4303905;CAMPO BOM;Mata Atlântica
4104055;CAMPO BONITO;Mata Atlântica
2801009;CAMPO DO BRITO;Caatinga
2801009;CAMPO DO BRITO;Mata Atlântica
3111309;CAMPO DO MEIO;Cerrado
3111309;CAMPO DO MEIO;Mata Atlântica
4104105;CAMPO DO TENENTE;Mata Atlântica
4203501;CAMPO ERÊ;Mata Atlântica
3111408;CAMPO FLORIDO;Cerrado
3111408;CAMPO FLORIDO;Mata Atlântica
2906006;CAMPO FORMOSO;Caatinga
2701506;CAMPO GRANDE;Caatinga
5002704;CAMPO GRANDE;Cerrado
2202133;CAMPO GRANDE DO PIAUÍ;Caatinga
4104204;CAMPO LARGO;Mata Atlântica
2202174;CAMPO LARGO DO PIAUÍ;Cerrado
5204854;CAMPO LIMPO DE GOIÁS;Cerrado
3509601;CAMPO LIMPO PAULISTA;Mata Atlântica
4104253;CAMPO MAGRO;Mata Atlântica
2202208;CAMPO MAIOR;Cerrado
4104303;CAMPO MOURÃO;Mata Atlântica
4304002;CAMPO NOVO;Mata Atlântica
1100700;CAMPO NOVO DE RONDÔNIA;Amazônia
5102637;CAMPO NOVO DO PARECIS;Amazônia
5102637;CAMPO NOVO DO PARECIS;Cerrado
2402105;CAMPO REDONDO;Caatinga
5102678;CAMPO VERDE;Cerrado
3111507;CAMPOS ALTOS;Cerrado
5204904;CAMPOS BELOS;Cerrado
4304101;CAMPOS BORGES;Mata Atlântica
4304101;CAMPOS BORGES;Pampa
5102686;CAMPOS DE JÚLIO;Cerrado
3509700;CAMPOS DO JORDÃO;Mata Atlântica
3301009;CAMPOS DOS GOYTACAZES;Mata Atlântica
3111606;CAMPOS GERAIS;Cerrado
3111606;CAMPOS GERAIS;Mata Atlântica
1703842;CAMPOS LINDOS;Cerrado
4203600;CAMPOS NOVOS;Mata Atlântica
3509809;CAMPOS NOVOS PAULISTA;Cerrado
3509809;CAMPOS NOVOS PAULISTA;Mata Atlântica
2302701;CAMPOS SALES;Caatinga
5204953;CAMPOS VERDES;Cerrado
2603603;CAMUTANGA;Mata Atlântica
3111903;CANA VERDE;Mata Atlântica
3111705;CANAÃ;Mata Atlântica
1502152;CANAÃ DOS CARAJÁS;Amazônia
5102694;CANABRAVA DO NORTE;Amazônia
5102694;CANABRAVA DO NORTE;Cerrado
3509908;CANANÉIA;Mata Atlântica
3509908;CANANÉIA;Mata Atlântica
3509908;CANANÉIA;Mata Atlântica
3509908;CANANÉIA;Mata Atlântica
2701605;CANAPI;Caatinga
3111804;CANÁPOLIS;Cerrado
3111804;CANÁPOLIS;Mata Atlântica
2906105;CANÁPOLIS;Caatinga
2906105;CANÁPOLIS;Cerrado
2906204;CANARANA;Caatinga
5102702;CANARANA;Amazônia
5102702;CANARANA;Cerrado
3509957;CANAS;Mata Atlântica
2202251;CANAVIEIRA;Caatinga
2202251;CANAVIEIRA;Cerrado
2906303;CANAVIEIRAS;Mata Atlântica
2906402;CANDEAL;Caatinga
2906402;CANDEAL;Mata Atlântica
3112000;CANDEIAS;Cerrado
3112000;CANDEIAS;Mata Atlântica
2906501;CANDEIAS;Mata Atlântica
